age,work-class,education,education-num,marital-status,occupation,relationship,race,sex,capitical-gain,capital-loss,hours-per-week,native-country,income
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,1669,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,2174,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,4101,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,3325,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,3674,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,8614,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,4101,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,8614,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,2964,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,1590,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,1719,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,1590,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,8614,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,810,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,14084,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,>50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Black,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,White,Female,0,0,0-80,Any,<=50K
0-80,Any,Higher education,10-12,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Female,0,0,0-80,Any,<=50K
